qid|a1|Lde|a2|P31|a3|P31_2|a4|P625|a5|P571|a6|P528|a7|P972
QX971|Lde|'Schulhaus Mattenhof'|P31|Q1630622|P31|Q53628618|P625|@47.39864244044/8.58860710778759|P571|+nan-00-00T00:00:00Z/9.|P528|680|P972|Q53629101
QX972|Lde|'Gfellergut'|P31|Q1630622|P31|Q53628618|P625|@47.3937869574068/8.58832539805652|P571|+nan-00-00T00:00:00Z/9.|P528|682|P972|Q53629101
QX973|Lde|'Schulhaus Hürstholz'|P31|Q1630622|P31|Q53628618|P625|@47.4148117730537/8.52100693631143|P571|+nan-00-00T00:00:00Z/9.|P528|684|P972|Q53629101
QX974|Lde|'Schulhaus Riedenhalde B'|P31|Q1630622|P31|Q53628618|P625|@47.4190969863445/8.51194553101016|P571|+1959-00-00T00:00:00Z/9.|P528|686|P972|Q53629101
QX975|Lde|'Schulhaus Riedenhalde B'|P31|Q1630622|P31|Q53628618|P625|@47.4192324145721/8.5123155913448|P571|+1959-00-00T00:00:00Z/9.|P528|686|P972|Q53629101
QX976|Lde|'Schulhaus Riedenhalde B'|P31|Q1630622|P31|Q53628618|P625|@47.4194897913628/8.5112560360248|P571|+1959-00-00T00:00:00Z/9.|P528|686|P972|Q53629101
QX977|Lde|'Schulhaus Staudenbühl'|P31|Q1630622|P31|Q53628618|P625|@47.4189754081691/8.53549375981174|P571|+1969-00-00T00:00:00Z/9.|P528|691|P972|Q53629101
QX978|Lde|'Restaurant'|P31|Q1630622|P31|Q53628618|P625|@47.3506474746557/8.52626344924055|P571|+1969-00-00T00:00:00Z/9.|P528|692|P972|Q53629101
QX979|Lde|'beim Krematorium'|P31|Q1630622|P31|Q53628618|P625|@47.4058497501093/8.52669905535949|P571|+nan-00-00T00:00:00Z/9.|P528|694|P972|Q53629101
QX980|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3405576795648/8.50485859104266|P571|+nan-00-00T00:00:00Z/9.|P528|731|P972|Q53629101
QX981|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3368662830982/8.5041219407431|P571|+nan-00-00T00:00:00Z/9.|P528|732|P972|Q53629101
QX982|Lde||P31|Q1630622|P31|Q53629707|P625|@47.371229765594/8.54598697650814|P571|+nan-00-00T00:00:00Z/9.|P528|739|P972|Q53629101
QX983|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3723498898373/8.54804526668562|P571|+nan-00-00T00:00:00Z/9.|P528|744|P972|Q53629101
QX984|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4020273032564/8.56991412847215|P571|+nan-00-00T00:00:00Z/9.|P528|750|P972|Q53629101
QX985|Lde|'bei der Kirche'|P31|Q1630622|P31|Q53629707|P625|@47.4206038096978/8.54115830174113|P571|+1956-00-00T00:00:00Z/9.|P528|757|P972|Q53629101
QX986|Lde|'ref. Altersheim'|P31|Q1630622|P31|Q53629707|P625|@47.3383757117505/8.53164382015322|P571|+nan-00-00T00:00:00Z/9.|P528|775|P972|Q53629101
QX987|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3675185932862/8.53484452787377|P571|+nan-00-00T00:00:00Z/9.|P528|779|P972|Q53629101
QX988|Lde|'Nr. I zwischen Gessneralle und Schanzengraben nördlich'|P31|Q1630622|P31|Q53629707|P625|@47.3743680950093/8.53341834667712|P571|+nan-00-00T00:00:00Z/9.|P528|781|P972|Q53629101
QX989|Lde|'Im Hofe'|P31|Q1630622|P31|Q53629707|P625|@47.375007752542/8.54632055973577|P571|+nan-00-00T00:00:00Z/9.|P528|786|P972|Q53629101
QX990|Lde|'Im Hofe'|P31|Q1630622|P31|Q53629707|P625|@47.3753874343708/8.54654321036369|P571|+1777-00-00T00:00:00Z/9.|P528|787|P972|Q53629101
QX991|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3807831323594/8.52091204477465|P571|+nan-00-00T00:00:00Z/9.|P528|790|P972|Q53629101
QX992|Lde|'beim Studentenheim'|P31|Q1630622|P31|Q53629707|P625|@47.3525419677664/8.57489609639089|P571|+nan-00-00T00:00:00Z/9.|P528|795|P972|Q53629101
QX993|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4085983744507/8.50863475530365|P571|+nan-00-00T00:00:00Z/9.|P528|798|P972|Q53629101
QX994|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4126746602863/8.5158309500001|P571|+nan-00-00T00:00:00Z/9.|P528|799|P972|Q53629101
QX995|Lde||P31|Q1630622|P31|Q53628618|P625|@47.4216150309388/8.51294478091301|P571|+nan-00-00T00:00:00Z/9.|P528|800|P972|Q53629101
QX996|Lde||P31|Q1630622|P31|Q53628618|P625|@47.421565219787/8.51247970491864|P571|+nan-00-00T00:00:00Z/9.|P528|800|P972|Q53629101
QX997|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3666059847738/8.53358390171186|P571|+nan-00-00T00:00:00Z/9.|P528|801|P972|Q53629101
QX998|Lde|'Verein Magdalenenheim'|P31|Q1630622|P31|Q53629707|P625|@47.3507973982395/8.57740610617523|P571|+nan-00-00T00:00:00Z/9.|P528|802|P972|Q53629101
QX999|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3232261235666/8.50544445796025|P571|+nan-00-00T00:00:00Z/9.|P528|811|P972|Q53629101
QX1000|Lde|'westlich Nr. 422 und 426'|P31|Q1630622|P31|Q53630002|P625|@47.3422741787222/8.53600519932522|P571|+nan-00-00T00:00:00Z/9.|P528|812|P972|Q53629101
QX1001|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3538971189983/8.53267518195557|P571|+nan-00-00T00:00:00Z/9.|P528|813|P972|Q53629101
QX1002|Lde|'Im Hofe der Brandwache'|P31|Q1630622|P31|Q53628618|P625|@47.3696422490643/8.52449252825164|P571|+nan-00-00T00:00:00Z/9.|P528|814|P972|Q53629101
QX1003|Lde||P31|Q1630622|P31|Q53630002|P625|@47.4004461945661/8.55476600908378|P571|+nan-00-00T00:00:00Z/9.|P528|816|P972|Q53629101
QX1004|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3565962610024/8.59657575803779|P571|+nan-00-00T00:00:00Z/9.|P528|821|P972|Q53629101
QX1005|Lde|'Mitte Grand Hotel'|P31|Q1630622|P31|Q53630002|P625|@47.3724052982405/8.57317594256187|P571|+nan-00-00T00:00:00Z/9.|P528|827|P972|Q53629101
QX1006|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3578993047897/8.59579816377848|P571|+nan-00-00T00:00:00Z/9.|P528|828|P972|Q53629101
QX1007|Lde||P31|Q1630622|P31|Q53630002|P625|@47.357444325596/8.57767073383717|P571|+nan-00-00T00:00:00Z/9.|P528|832|P972|Q53629101
QX1008|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3567104526453/8.57977932048286|P571|+nan-00-00T00:00:00Z/9.|P528|833|P972|Q53629101
QX1009|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3492855955113/8.56458869437274|P571|+nan-00-00T00:00:00Z/9.|P528|839|P972|Q53629101
QX1010|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3842124319042/8.48261667887046|P571|+nan-00-00T00:00:00Z/9.|P528|843|P972|Q53629101
QX1011|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3987442546976/8.50085516525681|P571|+nan-00-00T00:00:00Z/9.|P528|848|P972|Q53629101
QX1012|Lde||P31|Q1630622|P31|Q53628618|P625|@47.4038875357996/8.48470154477723|P571|+1730-00-00T00:00:00Z/9.|P528|849|P972|Q53629101
QX1013|Lde||P31|Q1630622|P31|Q53630002|P625|@47.408547769428/8.47858231351323|P571|+nan-00-00T00:00:00Z/9.|P528|850|P972|Q53629101
QX1014|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3995792697951/8.5044954854917|P571|+nan-00-00T00:00:00Z/9.|P528|856|P972|Q53629101
QX1015|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4040738006825/8.49666808431448|P571|+nan-00-00T00:00:00Z/9.|P528|859|P972|Q53629101
QX1016|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4087635511579/8.48250593241537|P571|+nan-00-00T00:00:00Z/9.|P528|860|P972|Q53629101
QX1017|Lde||P31|Q1630622|P31|Q53630002|P625|@47.4094602734649/8.48483907090609|P571|+nan-00-00T00:00:00Z/9.|P528|861|P972|Q53629101
QX1018|Lde||P31|Q1630622|P31|Q53630002|P625|@47.4112195907912/8.48051742126932|P571|+1982-00-00T00:00:00Z/9.|P528|863|P972|Q53629101
QX1019|Lde||P31|Q1630622|P31|Q53630002|P625|@47.4034588392705/8.49503972448703|P571|+nan-00-00T00:00:00Z/9.|P528|865|P972|Q53629101
QX1020|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3984628047766/8.51267348477457|P571|+nan-00-00T00:00:00Z/9.|P528|868|P972|Q53629101
QX1021|Lde||P31|Q1630622|P31|Q53630002|P625|@47.4024111392782/8.56631301262656|P571|+nan-00-00T00:00:00Z/9.|P528|869|P972|Q53629101
QX1022|Lde||P31|Q1630622|P31|Q53630002|P625|@47.4022583225559/8.5663986243111|P571|+nan-00-00T00:00:00Z/9.|P528|869|P972|Q53629101
QX1023|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3981421285497/8.5790339427857|P571|+nan-00-00T00:00:00Z/9.|P528|872|P972|Q53629101
QX1024|Lde||P31|Q1630622|P31|Q53630002|P625|@47.427951554633/8.51945145221938|P571|+nan-00-00T00:00:00Z/9.|P528|873|P972|Q53629101
QX1025|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3511995756835/8.53278560685778|P571|+1803-00-00T00:00:00Z/9.|P528|876|P972|Q53629101
QX1026|Lde|'Karlsbrunnen'|P31|Q1630622|P31|Q53629707|P625|@47.3923387927836/8.53607491685236|P571|+1973-00-00T00:00:00Z/9.|P528|877|P972|Q53629101
QX1027|Lde|'St. Katherina-Kirche'|P31|Q1630622|P31|Q53629707|P625|@47.415489449742/8.51213561894852|P571|+nan-00-00T00:00:00Z/9.|P528|902|P972|Q53629101
QX1028|Lde||P31|Q1630622|P31|Q53628618|P625|@47.4013341441514/8.50053982106319|P571|+1989-00-00T00:00:00Z/9.|P528|913|P972|Q53629101
QX1029|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4142946229721/8.54910894015139|P571|+nan-00-00T00:00:00Z/9.|P528|914|P972|Q53629101
QX1030|Lde|'Neptunbrunnen'|P31|Q1630622|P31|Q53629707|P625|@47.3724158593855/8.54878965154782|P571|+1170-00-00T00:00:00Z/9.|P528|915|P972|Q53629101
QX1031|Lde|'beim Tennisplatz'|P31|Q1630622|P31|Q53628618|P625|@47.4234066268246/8.54661587630785|P571|+nan-00-00T00:00:00Z/9.|P528|916|P972|Q53629101
QX1032|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3703041871127/8.54618808933491|P571|+nan-00-00T00:00:00Z/9.|P528|917|P972|Q53629101
QX1033|Lde|'Kantonsschul-Turnhalle'|P31|Q1630622|P31|Q53629707|P625|@47.374505306218/8.55085266184037|P571|+nan-00-00T00:00:00Z/9.|P528|918|P972|Q53629101
QX1034|Lde|'bei Burgwies'|P31|Q1630622|P31|Q53628618|P625|@47.3586192070143/8.570614056076|P571|+1863-00-00T00:00:00Z/9.|P528|925|P972|Q53629101
QX1035|Lde|'Schulhaus Stettbach'|P31|Q1630622|P31|Q53628618|P625|@47.4015217755994/8.58046286136157|P571|+nan-00-00T00:00:00Z/9.|P528|928|P972|Q53629101
QX1036|Lde|'Schulhaus Stettbach'|P31|Q1630622|P31|Q53628618|P625|@47.4008603132876/8.58165538399525|P571|+nan-00-00T00:00:00Z/9.|P528|928|P972|Q53629101
QX1037|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3953916636631/8.54950347569352|P571|+nan-00-00T00:00:00Z/9.|P528|930|P972|Q53629101
QX1038|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3651489090123/8.55140145596509|P571|+nan-00-00T00:00:00Z/9.|P528|934|P972|Q53629101
QX1039|Lde|'im Garten'|P31|Q1630622|P31|Q53630002|P625|@47.3676445292895/8.550267787071|P571|+nan-00-00T00:00:00Z/9.|P528|936|P972|Q53629101
QX1040|Lde|'im Garten'|P31|Q1630622|P31|Q53630002|P625|@47.3674954930378/8.55016447792608|P571|+nan-00-00T00:00:00Z/9.|P528|936|P972|Q53629101
QX1041|Lde|'Kindergarten'|P31|Q1630622|P31|Q53628618|P625|@47.4044558164076/8.48900056105393|P571|+nan-00-00T00:00:00Z/9.|P528|939|P972|Q53629101
QX1042|Lde||P31|Q1630622|P31|Q53630002|P625|@47.4017390407177/8.49800563137161|P571|+nan-00-00T00:00:00Z/9.|P528|940|P972|Q53629101
QX1043|Lde|'Im Hofe, Haus zur Asp'|P31|Q1630622|P31|Q53629707|P625|@47.352009685126/8.52875031263923|P571|+nan-00-00T00:00:00Z/9.|P528|942|P972|Q53629101
QX1044|Lde|'Freibad Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.4241235844341/8.54806313713199|P571|+nan-00-00T00:00:00Z/9.|P528|943|P972|Q53629101
QX1045|Lde|'Freibad Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.4234144890589/8.54796567197693|P571|+nan-00-00T00:00:00Z/9.|P528|943|P972|Q53629101
QX1046|Lde|'Freibad Seebach'|P31|Q1630622|P31|Q53628618|P625|@47.4235889434431/8.54730589969906|P571|+nan-00-00T00:00:00Z/9.|P528|943|P972|Q53629101
QX1047|Lde|'Schulhaus'|P31|Q1630622|P31|Q53628618|P625|@47.3874534630846/8.48187681281178|P571|+nan-00-00T00:00:00Z/9.|P528|944|P972|Q53629101
QX1048|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3831144156409/8.48245565953736|P571|+nan-00-00T00:00:00Z/9.|P528|946|P972|Q53629101
QX1049|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3946254809733/8.52740716267325|P571|+nan-00-00T00:00:00Z/9.|P528|948|P972|Q53629101
QX1050|Lde|'Freizeitanlage'|P31|Q1630622|P31|Q53628618|P625|@47.4246116982543/8.54382170132184|P571|+nan-00-00T00:00:00Z/9.|P528|949|P972|Q53629101
QX1051|Lde|'Freizeitanlage'|P31|Q1630622|P31|Q53628618|P625|@47.4244170946522/8.54468580446797|P571|+nan-00-00T00:00:00Z/9.|P528|949|P972|Q53629101
QX1052|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3432312577381/8.52975549334751|P571|+nan-00-00T00:00:00Z/9.|P528|958|P972|Q53629101
QX1053|Lde|'Freibad und Freizeitanlage Heuried'|P31|Q1630622|P31|Q53628618|P625|@47.3670017225165/8.50437448663349|P571|+nan-00-00T00:00:00Z/9.|P528|959|P972|Q53629101
QX1054|Lde|'Freibad und Freizeitanlage Heuried'|P31|Q1630622|P31|Q53628618|P625|@47.367233013295/8.50566539897244|P571|+nan-00-00T00:00:00Z/9.|P528|959|P972|Q53629101
QX1055|Lde|'Freibad und Freizeitanlage Heuried'|P31|Q1630622|P31|Q53628618|P625|@47.367876783083/8.50543082653144|P571|+nan-00-00T00:00:00Z/9.|P528|959|P972|Q53629101
QX1056|Lde|'Kath. Schule'|P31|Q1630622|P31|Q53629707|P625|@47.3724180104557/8.51457340867844|P571|+nan-00-00T00:00:00Z/9.|P528|963|P972|Q53629101
QX1057|Lde|'Schulhaus'|P31|Q1630622|P31|Q53628618|P625|@47.4140237299068/8.5105192761496|P571|+nan-00-00T00:00:00Z/9.|P528|964|P972|Q53629101
QX1058|Lde|'Schulhaus Vogtsrain'|P31|Q1630622|P31|Q53628618|P625|@47.4040200541953/8.49931895547999|P571|+nan-00-00T00:00:00Z/9.|P528|965|P972|Q53629101
QX1059|Lde|'Altersheim'|P31|Q1630622|P31|Q53628618|P625|@47.3581824958634/8.51286114622259|P571|+nan-00-00T00:00:00Z/9.|P528|968|P972|Q53629101
QX1060|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3704270795128/8.54482232026081|P571|+1974-00-00T00:00:00Z/9.|P528|969|P972|Q53629101
QX1061|Lde|'Kath. Kirchgemeindehaus'|P31|Q1630622|P31|Q53629707|P625|@47.4010804107925/8.50281667620923|P571|+1975-00-00T00:00:00Z/9.|P528|972|P972|Q53629101
QX1062|Lde|'beim Reservoir'|P31|Q1630622|P31|Q53628618|P625|@47.3799704640991/8.47321665633395|P571|+1975-00-00T00:00:00Z/9.|P528|974|P972|Q53629101
QX1063|Lde|'bei Reservoir'|P31|Q1630622|P31|Q53628618|P625|@47.4027666531651/8.52478008129715|P571|+1975-00-00T00:00:00Z/9.|P528|976|P972|Q53629101
QX1064|Lde|'Krankenheim Entlisberg, beim Personalhaus'|P31|Q1630622|P31|Q53628618|P625|@47.3342398069163/8.52667362216316|P571|+1975-00-00T00:00:00Z/9.|P528|977|P972|Q53629101
QX1065|Lde|'Krankenheim Entlisberg, beim Heimtrakt'|P31|Q1630622|P31|Q53628618|P625|@47.3342144875269/8.52766440642001|P571|+2004-00-00T00:00:00Z/9.|P528|977|P972|Q53629101
QX1066|Lde|'Kath.Kirchenstiftung Maria Hilf'|P31|Q1630622|P31|Q53629707|P625|@47.333025530041/8.51751854965676|P571|+1974-00-00T00:00:00Z/9.|P528|978|P972|Q53629101
QX1067|Lde|'Schulhaus'|P31|Q1630622|P31|Q53628618|P625|@47.3268806246355/8.51616064443921|P571|+1975-00-00T00:00:00Z/9.|P528|979|P972|Q53629101
QX1068|Lde|'Verwaltungsgebäude'|P31|Q1630622|P31|Q53629707|P625|@47.4128616006821/8.50753258945253|P571|+1969-00-00T00:00:00Z/9.|P528|981|P972|Q53629101
QX1069|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3572287067168/8.55741557288094|P571|+1975-00-00T00:00:00Z/9.|P528|983|P972|Q53629101
QX1070|Lde||P31|Q1630622|P31|Q53628618|P625|@47.3571751728126/8.55720422353055|P571|+1975-00-00T00:00:00Z/9.|P528|983|P972|Q53629101
QX1071|Lde|'bei Kinderspital'|P31|Q1630622|P31|Q53629707|P625|@47.3716480032692/8.55772058560597|P571|+1976-00-00T00:00:00Z/9.|P528|985|P972|Q53629101
QX1072|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3853617812349/8.52194421205867|P571|+1975-00-00T00:00:00Z/9.|P528|986|P972|Q53629101
QX1073|Lde||P31|Q1630622|P31|Q53629707|P625|@47.385037469196/8.52190619044399|P571|+1975-00-00T00:00:00Z/9.|P528|986|P972|Q53629101
QX1074|Lde|'Wohnüberbauung'|P31|Q1630622|P31|Q53628618|P625|@47.3536514146187/8.51075705622542|P571|+1975-00-00T00:00:00Z/9.|P528|988|P972|Q53629101
QX1075|Lde|'Schulhaus Borrweg'|P31|Q1630622|P31|Q53628618|P625|@47.3600218923963/8.50467349880987|P571|+1975-00-00T00:00:00Z/9.|P528|991|P972|Q53629101
QX1076|Lde|'Krankenheim Käferberg'|P31|Q1630622|P31|Q53628618|P625|@47.3992922091049/8.51696232620485|P571|+nan-00-00T00:00:00Z/9.|P528|994|P972|Q53629101
QX1077|Lde|'Krankenheim Mattenhof'|P31|Q1630622|P31|Q53628618|P625|@47.3999832581628/8.59362108510225|P571|+1976-00-00T00:00:00Z/9.|P528|995|P972|Q53629101
QX1078|Lde|'Schulhäuser'|P31|Q1630622|P31|Q53629707|P625|@47.3689315595009/8.51576138236358|P571|+1976-00-00T00:00:00Z/9.|P528|999|P972|Q53629101
QX1079|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3586555472022/8.57565245154624|P571|+nan-00-00T00:00:00Z/9.|P528|831|P972|Q53629101
QX1080|Lde|'Zierbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3711977690009/8.52816993724909|P571|+nan-00-00T00:00:00Z/9.|P528|214|P972|Q53629101
QX1081|Lde|'Trinkbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.4105908178327/8.54434833077794|P571|+1977-00-00T00:00:00Z/9.|P528|476|P972|Q53629101
QX1082|Lde|'Höhere Töchterschule'|P31|Q1630622|P31|Q53629707|P625|@47.3685891031701/8.54846356648818|P571|+1909-00-00T00:00:00Z/9.|P528|516|P972|Q53629101
QX1083|Lde|'Badanstalt Wollishofen'|P31|Q1630622|P31|Q53628618|P625|@47.3411342580797/8.5374643930028|P571|+nan-00-00T00:00:00Z/9.|P528|544|P972|Q53629101
QX1084|Lde|'Badanstalt Wollishofen'|P31|Q1630622|P31|Q53628618|P625|@47.3409297342429/8.53756637824585|P571|+nan-00-00T00:00:00Z/9.|P528|544|P972|Q53629101
QX1085|Lde|'Schulhaus Küngenmatt'|P31|Q1630622|P31|Q53628618|P625|@47.3680565380584/8.50335575775686|P571|+1954-00-00T00:00:00Z/9.|P528|563|P972|Q53629101
QX1086|Lde|'Schulhaus Limmat, Im Hofe'|P31|Q1630622|P31|Q53628618|P625|@47.383430213458/8.53348153667203|P571|+nan-00-00T00:00:00Z/9.|P528|580|P972|Q53629101
QX1087|Lde|'Springbrunnen'|P31|Q1630622|P31|Q53628618|P625|@47.3847941357148/8.54028198902182|P571|+nan-00-00T00:00:00Z/9.|P528|587|P972|Q53629101
QX1088|Lde|'Springbrunnen'|P31|Q1630622|P31|Q53628618|P625|@47.3844767581971/8.54131382336973|P571|+nan-00-00T00:00:00Z/9.|P528|587|P972|Q53629101
QX1089|Lde|'Schulhaus Untermoos'|P31|Q1630622|P31|Q53628618|P625|@47.3801576766534/8.48156823092023|P571|+1955-00-00T00:00:00Z/9.|P528|632|P972|Q53629101
QX1090|Lde|'Schulhaus Gubel A und B'|P31|Q1630622|P31|Q53628618|P625|@47.4080170920484/8.5412550464914|P571|+nan-00-00T00:00:00Z/9.|P528|653|P972|Q53629101
QX1091|Lde|'Schulhaus Käferholz'|P31|Q1630622|P31|Q53628618|P625|@47.4116522052987/8.52315385458315|P571|+nan-00-00T00:00:00Z/9.|P528|666|P972|Q53629101
QX1092|Lde|'Schulhaus Kügeliloo'|P31|Q1630622|P31|Q53628618|P625|@47.4106472879371/8.5287406585251|P571|+1954-00-00T00:00:00Z/9.|P528|675|P972|Q53629101
QX1093|Lde|'Freibad Letzigraben'|P31|Q1630622|P31|Q53628618|P625|@47.3792100580851/8.49922519155427|P571|+nan-00-00T00:00:00Z/9.|P528|700|P972|Q53629101
QX1094|Lde|'Freibad Letzigraben'|P31|Q1630622|P31|Q53628618|P625|@47.3794791458176/8.50013302958726|P571|+nan-00-00T00:00:00Z/9.|P528|700|P972|Q53629101
QX1095|Lde|'Freibad Allenmoos'|P31|Q1630622|P31|Q53628618|P625|@47.4043660205128/8.53988386820955|P571|+nan-00-00T00:00:00Z/9.|P528|702|P972|Q53629101
QX1096|Lde|'Freibad Allenmoos'|P31|Q1630622|P31|Q53628618|P625|@47.4040070175259/8.5389348403396|P571|+nan-00-00T00:00:00Z/9.|P528|702|P972|Q53629101
QX1097|Lde|'Freibad Auhof'|P31|Q1630622|P31|Q53628618|P625|@47.4083776408106/8.57053331311922|P571|+1959-00-00T00:00:00Z/9.|P528|703|P972|Q53629101
QX1098|Lde|'Freibad Auhof'|P31|Q1630622|P31|Q53628618|P625|@47.4078103332388/8.57047225864527|P571|+1959-00-00T00:00:00Z/9.|P528|703|P972|Q53629101
QX1099|Lde|'Kantonsschule Bühl B'|P31|Q1630622|P31|Q53629707|P625|@47.3685377602501/8.51644619821077|P571|+1976-00-00T00:00:00Z/9.|P528|999|P972|Q53629101
QX1100|Lde|'Tramstation Hardturm'|P31|Q1630622|P31|Q53628618|P625|@47.3941714373154/8.50369424359284|P571|+1982-00-00T00:00:00Z/9.|P528|1014|P972|Q53629101
QX1101|Lde|'beim Friedhof'|P31|Q1630622|P31|Q53628618|P625|@47.362755189309/8.60209236690702|P571|+1981-00-00T00:00:00Z/9.|P528|1057|P972|Q53629101
QX1102|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3791875616431/8.5371748359301|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX1103|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3778714166383/8.53789496658057|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX1104|Lde|'Perronanlage Hauptbahnhof'|P31|Q1630622|P31|Q53629707|P625|@47.3779514780685/8.53810334962895|P571|+1992-00-00T00:00:00Z/9.|P528|1183|P972|Q53629101
QX1105|Lde|'Amtshaus V'|P31|Q1630622|P31|Q53628618|P625|@47.3755072108366/8.54045798605532|P571|+nan-00-00T00:00:00Z/9.|P528|1249|P972|Q53629101
QX1106|Lde|'Amtshaus V'|P31|Q1630622|P31|Q53628618|P625|@47.3754852058811/8.54048091670878|P571|+nan-00-00T00:00:00Z/9.|P528|1249|P972|Q53629101
QX1107|Lde|'Amtshaus V'|P31|Q1630622|P31|Q53628618|P625|@47.3754631611588/8.54050424378391|P571|+nan-00-00T00:00:00Z/9.|P528|1249|P972|Q53629101
QX1108|Lde|'Amtshaus V'|P31|Q1630622|P31|Q53628618|P625|@47.3754416831399/8.54052756931327|P571|+nan-00-00T00:00:00Z/9.|P528|1249|P972|Q53629101
QX1109|Lde|'Springbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3825316319371/8.53538457106235|P571|+1930-00-00T00:00:00Z/9.|P528|252|P972|Q53629101
QX1110|Lde||P31|Q1630622|P31|Q53628296|P625|@47.370104898289/8.55215687618279|P571|+1910-00-00T00:00:00Z/9.|P528|337|P972|Q53629101
QX1111|Lde|'Schaffhauserstrasse vor 57'|P31|Q1630622|P31|Q53628296|P625|@47.3919982044475/8.538686555221389|P571|+2002-00-00T00:00:00Z/9.|P528|1220|P972|Q53629101
QX1112|Lde|'vor dem Schulhaus Hohlstrasse'|P31|Q1630622|P31|Q53628296|P625|@47.3786738578789/8.52526284556676|P571|+1940-00-00T00:00:00Z/9.|P528|238|P972|Q53629101
QX1113|Lde|'im Areal des Zoos'|P31|Q1630622|P31|Q53629707|P625|@47.3851121372385/8.57389662970508|P571|+1958-00-00T00:00:00Z/9.|P528|758|P972|Q53629101
QX1114|Lde|'im Areal des Zoos'|P31|Q1630622|P31|Q53629707|P625|@47.3869242436264/8.57326354115528|P571|+1958-00-00T00:00:00Z/9.|P528|758|P972|Q53629101
QX1115|Lde|'im Areal des Zoos'|P31|Q1630622|P31|Q53629707|P625|@47.3866250486209/8.5745641286199|P571|+1958-00-00T00:00:00Z/9.|P528|758|P972|Q53629101
QX1116|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3863794378596/8.57449986052966|P571|+nan-00-00T00:00:00Z/9.|P528|758|P972|Q53629101
QX1117|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3862818742589/8.57446896009035|P571|+nan-00-00T00:00:00Z/9.|P528|758|P972|Q53629101
QX1118|Lde|'oberhalb Stadtspital Waid'|P31|Q1630622|P31|Q53628618|P625|@47.3998402566782/8.51795984562724|P571|+nan-00-00T00:00:00Z/9.|P528|1075|P972|Q53629101
QX1119|Lde|'Berufswahlschule Hardau'|P31|Q1630622|P31|Q53628618|P625|@47.3817626546085/8.51232443128354|P571|+2005-00-00T00:00:00Z/9.|P528|1250|P972|Q53629101
QX1120|Lde|'Wassermauer'|P31|Q1630622|P31|Q53628296|P625|@47.3913054434985/8.48814151853983|P571|+2005-00-00T00:00:00Z/9.|P528|1251|P972|Q53629101
QX1121|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3733346830506/8.53898624692791|P571|+1777-00-00T00:00:00Z/9.|P528|759|P972|Q53629101
QX1122|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3412206393666/8.52760443011458|P571|+2006-00-00T00:00:00Z/9.|P528|6084|P972|Q53629101
